Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Which model of capitalism best delivers both wealth and equality?","Journal of International Business Studies","","45","4","10.1057/jibs.2014.13","William Q JudgeStav FainshmidtJ Lee Brown III","2014","http://link.springer.com/article/10.1057/jibs.2014.13","Article"
"Cross-border mergers and domestic-firm wages: Integrating “spillover effects” and “bargaining effects”","Journal of International Business Studies","","45","4","10.1057/jibs.2014.2","Joseph A CloughertyKlaus GuglerLars SørgardFlorian W Szücs","2014","http://link.springer.com/article/10.1057/jibs.2014.2","Article"
"International experience and FDI location choices of Chinese firms: The moderating effects of home country government support and host country institutions","Journal of International Business Studies","","45","4","10.1057/jibs.2013.68","Jiangyong LuXiaohui LiuMike WrightIgor Filatotchev","2014","http://link.springer.com/article/10.1057/jibs.2013.68","Article"
"Is there convergence across countries? A spatial approach","Journal of International Business Studies","","45","4","10.1057/jibs.2013.72","Heather BerryMauro F GuillénArun S Hendi","2014","http://link.springer.com/article/10.1057/jibs.2013.72","Article"
"Political risk spreads","Journal of International Business Studies","","45","4","10.1057/jibs.2014.4","Geert BekaertCampbell R HarveyChristian T LundbladStephan Siegel","2014","http://link.springer.com/article/10.1057/jibs.2014.4","Article"
"Follow me to the innovation frontier? Leaders, laggards, and the differential effects of imports and exports on technological innovation","Journal of International Business Studies","","45","3","10.1057/jibs.2013.57","Sheryl Winston Smith","2014","http://link.springer.com/article/10.1057/jibs.2013.57","Article"
"The effects of MNC parent effort and social structure on subsidiary absorptive capacity","Journal of International Business Studies","","45","3","10.1057/jibs.2013.65","Stephanie C SchleimerTorben Pedersen","2014","http://link.springer.com/article/10.1057/jibs.2013.65","Article"
"Domestic alliance network to attract foreign partners: Evidence from international joint ventures in China","Journal of International Business Studies","","45","3","10.1057/jibs.2013.71","Weilei (Stone) ShiSunny Li SunBrian C PinkhamMike W Peng","2014","http://link.springer.com/article/10.1057/jibs.2013.71","Article"
"Signals and international alliance formation: The roles of affiliations and international activities","Journal of International Business Studies","","45","3","10.1057/jibs.2014.3","Jeffrey J ReuerRoberto Ragozzino","2014","http://link.springer.com/article/10.1057/jibs.2014.3","Article"
"The globalization of Swedish MNEs: Empirical evidence and theoretical explanations","Journal of International Business Studies","","45","3","10.1057/jibs.2013.60","Jan-Erik VahlneInge Ivarsson","2014","http://link.springer.com/article/10.1057/jibs.2013.60","Article"
"MNE institutional advantage: How subunits shape, transpose and evade host country institutions","Journal of International Business Studies","","45","3","10.1057/jibs.2013.66","Patrick RegnérJesper Edman","2014","http://link.springer.com/article/10.1057/jibs.2013.66","Article"
"Qualified immigrants’ success: Exploring the motivation to migrate and to integrate","Journal of International Business Studies","","45","2","10.1057/jibs.2013.45","Jean-Luc CerdinManel Abdeljalil DinéChris Brewster","2014","http://link.springer.com/article/10.1057/jibs.2013.45","Article"
"“Courting the multinational”: Subnational institutional capacity and foreign market insidership","Journal of International Business Studies","","45","2","10.1057/jibs.2013.47","Sinéad MonaghanPatrick GunnigleJonathan Lavelle","2014","http://link.springer.com/article/10.1057/jibs.2013.47","Article"
"Multiculturalism from a cognitive perspective: Patterns and implications","Journal of International Business Studies","","45","2","10.1057/jibs.2013.53","Gundula LückeTatiana KostovaKendall Roth","2014","http://link.springer.com/article/10.1057/jibs.2013.53","Article"
"From M–P to MA–P: Multinationality alignment and performance","Journal of International Business Studies","","45","2","10.1057/jibs.2013.63","K Skylar Powell","2014","http://link.springer.com/article/10.1057/jibs.2013.63","Article"
"Autonomy delegation to foreign subsidiaries: An enabling mechanism for emerging-market multinationals","Journal of International Business Studies","","45","2","10.1057/jibs.2013.40","Stephanie Lu WangYadong LuoXiongwen LuJinyun SunVladislav Maksimov","2014","http://link.springer.com/article/10.1057/jibs.2013.40","Article"
"Spatial geography and control in foreign acquisitions","Journal of International Business Studies","","45","2","10.1057/jibs.2013.50","Shavin MalhotraAjai S Gaur","2014","http://link.springer.com/article/10.1057/jibs.2013.50","Article"
"MNC knowledge transfer, subsidiary absorptive capacity and HRM","Journal of International Business Studies","","45","1","10.1057/jibs.2013.43","Dana MinbaevaTorben PedersenIngmar BjörkmanCarl F FeyHyeon Jeong Park","2014","http://link.springer.com/article/10.1057/jibs.2013.43","Article"
"Subsidiary absorptive capacity and knowledge transfer within multinational corporations","Journal of International Business Studies","","45","1","10.1057/jibs.2013.55","Jaeyong Song","2014","http://link.springer.com/article/10.1057/jibs.2013.55","Article"
"Revisiting international business theory: A capabilities-based theory of the MNE","Journal of International Business Studies","","45","1","10.1057/jibs.2013.61","John Cantwell","2014","http://link.springer.com/article/10.1057/jibs.2013.61","Article"
"Adam Smith’s theory of knowledge and international business theory and practice","Journal of International Business Studies","","45","1","10.1057/jibs.2013.44","Peter J Buckley","2014","http://link.springer.com/article/10.1057/jibs.2013.44","Article"
"Many moving parts: Factors influencing the effectiveness of HRM practices designed to improve knowledge transfer within MNCs","Journal of International Business Studies","","45","1","10.1057/jibs.2013.52","Paula Caligiuri","2014","http://link.springer.com/article/10.1057/jibs.2013.52","Article"
"A dynamic capabilities-based entrepreneurial theory of the multinational enterprise","Journal of International Business Studies","","45","1","10.1057/jibs.2013.54","David J Teece","2014","http://link.springer.com/article/10.1057/jibs.2013.54","Article"
"A retrospective on: MNC knowledge transfer, subsidiary absorptive capacity, and HRM","Journal of International Business Studies","","45","1","10.1057/jibs.2013.56","Dana B MinbaevaTorben PedersenIngmar BjörkmanCarl F Fey","2014","http://link.springer.com/article/10.1057/jibs.2013.56","Article"
"Speed of the internationalization process: The role of diversity and depth in experiential learning","Journal of International Business Studies","","45","1","10.1057/jibs.2013.29","José C CasillasAna M Moreno-Menéndez","2014","http://link.springer.com/article/10.1057/jibs.2013.29","Article"
"Keyword Index","Journal of International Business Studies","","44","9","10.1057/jibs.2013.59","","2013","http://link.springer.com/article/10.1057/jibs.2013.59","Article"
"List of Guest Editors and Reviewers","Journal of International Business Studies","","44","9","10.1057/jibs.2013.46","","2013","http://link.springer.com/article/10.1057/jibs.2013.46","Article"
"Author Index","Journal of International Business Studies","","44","9","10.1057/jibs.2013.58","","2013","http://link.springer.com/article/10.1057/jibs.2013.58","Article"
"The role of headquarters–subsidiary geographic distance in strategic decisions by spatially disaggregated headquarters","Journal of International Business Studies","","44","9","10.1057/jibs.2013.41","Marc G BaaijArjen H L Slangen","2013","http://link.springer.com/article/10.1057/jibs.2013.41","Article"
"Many roads lead to Rome: Implications of geographic scope as a source of isolating mechanisms","Journal of International Business Studies","","44","9","10.1057/jibs.2013.39","Minyoung Kim","2013","http://link.springer.com/article/10.1057/jibs.2013.39","Article"
"Beijing or Shanghai? The strategic location choice of large MNEs’ host-country headquarters in China","Journal of International Business Studies","","44","9","10.1057/jibs.2013.49","Xufei MaAndrew DeliosChung-Ming Lau","2013","http://link.springer.com/article/10.1057/jibs.2013.49","Article"
"Biculturalism and attributional complexity: Cross-cultural leadership effectiveness","Journal of International Business Studies","","44","9","10.1057/jibs.2013.36","C Lakshman","2013","http://link.springer.com/article/10.1057/jibs.2013.36","Article"
"Mapping world cultures: Cluster formation, sources and implications","Journal of International Business Studies","","44","9","10.1057/jibs.2013.42","Simcha RonenOded Shenkar","2013","http://link.springer.com/article/10.1057/jibs.2013.42","Article"
"Convergence and divergence of paternalistic leadership: A cross-cultural investigation of prototypes","Journal of International Business Studies","","44","9","10.1057/jibs.2013.48","Zeynep AycanBirgit SchynsJian-Min SunJörg FelfeNoreen Saher","2013","http://link.springer.com/article/10.1057/jibs.2013.48","Article"
"Innovative firms in emerging market countries","Journal of International Business Studies","","44","8","10.1057/jibs.2013.51","Charles Dhanaraj","2013","http://link.springer.com/article/10.1057/jibs.2013.51","Article"
"Multinationals and economic geography: Location, technology and innovation","Journal of International Business Studies","","44","8","10.1057/jibs.2013.38","Lucia Piscitello","2013","http://link.springer.com/article/10.1057/jibs.2013.38","Article"
"Institutions and the performance of politically connected M&As","Journal of International Business Studies","","44","8","10.1057/jibs.2013.37","Paul BrockmanOliver M RuiHuan Zou","2013","http://link.springer.com/article/10.1057/jibs.2013.37","Article"
"MNC subsidiary channel relationships as extended links: Implications of global strategies","Journal of International Business Studies","","44","8","10.1057/jibs.2013.34","Mahima HadaRajdeep GrewalMurali Chandrashekaran","2013","http://link.springer.com/article/10.1057/jibs.2013.34","Article"
"Explaining stakeholder evaluations of HRM capabilities in MNC subsidiaries","Journal of International Business Studies","","44","8","10.1057/jibs.2013.27","Kristiina MäkeläIngmar BjörkmanMats EhrnroothAdam SmaleJennie Sumelius","2013","http://link.springer.com/article/10.1057/jibs.2013.27","Article"
"How global is R&D? Firm-level determinants of home-country bias in R&D","Journal of International Business Studies","","44","8","10.1057/jibs.2013.33","Rene BelderbosBart LetenShinya Suzuki","2013","http://link.springer.com/article/10.1057/jibs.2013.33","Article"
"When do foreign subsidiaries outperform local firms?","Journal of International Business Studies","","44","8","10.1057/jibs.2013.35","Sea-Jin ChangJaiho ChungJon Jungbien Moon","2013","http://link.springer.com/article/10.1057/jibs.2013.35","Article"
"National culture and corporate investment","Journal of International Business Studies","","44","7","10.1057/jibs.2013.26","Liang ShaoChuck C Y KwokRan Zhang","2013","http://link.springer.com/article/10.1057/jibs.2013.26","Article"
"How remote are R&D labs? Distance factors and international innovative activities","Journal of International Business Studies","","44","7","10.1057/jibs.2013.30","Davide CastellaniAlfredo JimenezAntonello Zanfei","2013","http://link.springer.com/article/10.1057/jibs.2013.30","Article"
"Connections to distant knowledge: Interpersonal ties between more- and less-developed countries","Journal of International Business Studies","","44","7","10.1057/jibs.2013.28","Daniel Z LevinHelena Barnard","2013","http://link.springer.com/article/10.1057/jibs.2013.28","Article"
"FDI spillover effects in incomplete datasets","Journal of International Business Studies","","44","7","10.1057/jibs.2013.32","Alex Eapen","2013","http://link.springer.com/article/10.1057/jibs.2013.32","Article"
"Licensee technological potential and exclusive rights in international licensing: A multilevel model","Journal of International Business Studies","","44","7","10.1057/jibs.2013.31","Preet S AulakhMarshall S JiangSali Li","2013","http://link.springer.com/article/10.1057/jibs.2013.31","Article"
"Place, space, and geographical exposure: Foreign subsidiary survival in conflict zones","Journal of International Business Studies","","44","6","10.1057/jibs.2013.12","Li DaiLorraine EdenPaul W Beamish","2013","http://link.springer.com/article/10.1057/jibs.2013.12","Article"
"Agglomeration, catch-up and the liability of foreignness in emerging economies","Journal of International Business Studies","","44","6","10.1057/jibs.2013.14","Anna LaminGrigorios Livanis","2013","http://link.springer.com/article/10.1057/jibs.2013.14","Article"
"A bibliometric analysis of the global branding literature and a research agenda","Journal of International Business Studies","","44","6","10.1057/jibs.2013.20","Brian R ChabowskiSaeed SamieeG Tomas M Hult","2013","http://link.springer.com/article/10.1057/jibs.2013.20","Article"
"Foreign venture capitalists and the internationalization of entrepreneurial companies: Evidence from China","Journal of International Business Studies","","44","6","10.1057/jibs.2013.22","Mark Humphery-JennerJo-Ann Suchard","2013","http://link.springer.com/article/10.1057/jibs.2013.22","Article"
"From the Editors: How to write a high-quality review","Journal of International Business Studies","","44","6","10.1057/jibs.2013.24","Paula CaligiuriDavid C Thomas","2013","http://link.springer.com/article/10.1057/jibs.2013.24","Article"
"Liability of country foreignness and liability of regional foreignness: Their effects on geographic diversification and firm performance","Journal of International Business Studies","","44","6","10.1057/jibs.2013.21","Gongming QianLee LiAlan M Rugman","2013","http://link.springer.com/article/10.1057/jibs.2013.21","Article"
"List of Reviewers for this Special Issue","Journal of International Business Studies","","44","5","10.1057/jibs.2013.25","","2013","http://link.springer.com/article/10.1057/jibs.2013.25","Article"
"Proximity strategies in outsourcing relations: The role of geographical, cultural and relational proximity in the European automotive industry","Journal of International Business Studies","","44","5","10.1057/jibs.2013.10","Alexander SchmittJohannes Van Biesebroeck","2013","http://link.springer.com/article/10.1057/jibs.2013.10","Article"
"How well do supranational regional grouping schemes fit international business research models?","Journal of International Business Studies","","44","5","10.1057/jibs.2013.16","Ricardo FloresRuth V AguileraArash MahdianPaul M Vaaler","2013","http://link.springer.com/article/10.1057/jibs.2013.16","Article"
"Firm rivalry, knowledge accumulation, and MNE location choices","Journal of International Business Studies","","44","5","10.1057/jibs.2013.18","Juan AlcácerCristian L DezsőMinyuan Zhao","2013","http://link.springer.com/article/10.1057/jibs.2013.18","Article"
"Global cities and multinational enterprise location strategy","Journal of International Business Studies","","44","5","10.1057/jibs.2013.11","Anthony GoerzenChristian Geisler AsmussenBo Bernhard Nielsen","2013","http://link.springer.com/article/10.1057/jibs.2013.11","Article"
"The hassle factor: An explanation for managerial location shunning","Journal of International Business Studies","","44","5","10.1057/jibs.2013.7","Andreas SchotterPaul W Beamish","2013","http://link.springer.com/article/10.1057/jibs.2013.7","Article"
"MNEs as border-crossing multi-location enterprises: The role of discontinuities in geographic space","Journal of International Business Studies","","44","5","10.1057/jibs.2013.23","Sjoerd BeugelsdijkRam Mudambi","2013","http://link.springer.com/article/10.1057/jibs.2013.23","Article"
"Overcoming the dual liability of foreignness and privateness in international corporate citizenship partnerships","Journal of International Business Studies","","44","4","10.1057/jibs.2013.8","Zahra BhanjiJoanne E Oxley","2013","http://link.springer.com/article/10.1057/jibs.2013.8","Article"
"The liability of foreignness in international equity investments: Evidence from the US stock market","Journal of International Business Studies","","44","4","10.1057/jibs.2013.13","Bok BaikJun-Koo KangJin-Mo KimJoonho Lee","2013","http://link.springer.com/article/10.1057/jibs.2013.13","Article"
"National context and individual employees’ trust of the out-group: The role of societal trust","Journal of International Business Studies","","44","4","10.1057/jibs.2013.9","Miriam MuethelMichael Harris Bond","2013","http://link.springer.com/article/10.1057/jibs.2013.9","Article"
"Consequences of cultural practices for entrepreneurial behaviors","Journal of International Business Studies","","44","4","10.1057/jibs.2013.15","Erkko AutioSaurav PathakKarl Wennberg","2013","http://link.springer.com/article/10.1057/jibs.2013.15","Article"
"From the Editors: How to write articles that are relevant to practice","Journal of International Business Studies","","44","4","10.1057/jibs.2013.17","Alvaro Cuervo-CazurraPaula CaligiuriUlf AnderssonMary Yoko Brannen","2013","http://link.springer.com/article/10.1057/jibs.2013.17","Article"
"Collectivism and corruption in bank lending","Journal of International Business Studies","","44","4","10.1057/jibs.2013.19","Xiaolan ZhengSadok El GhoulOmrane GuedhamiChuck C Y Kwok","2013","http://link.springer.com/article/10.1057/jibs.2013.19","Article"
"Political institutions, connectedness, and corporate risk-taking","Journal of International Business Studies","","44","3","10.1057/jibs.2013.2","Narjess BoubakriSattar A MansiWalid Saffar","2013","http://link.springer.com/article/10.1057/jibs.2013.2","Article"
"Credit rating initiation and accounting quality for emerging-market firms","Journal of International Business Studies","","44","3","10.1057/jibs.2013.4","Kee-Hong BaeLynnette PurdaMichael WelkerLigang Zhong","2013","http://link.springer.com/article/10.1057/jibs.2013.4","Article"
"Trust between international joint venture partners: Effects of home countries","Journal of International Business Studies","","44","3","10.1057/jibs.2013.6","Gokhan ErtugIlya R P CuypersNiels G NoorderhavenBen M Bensaou","2013","http://link.springer.com/article/10.1057/jibs.2013.6","Article"
"On the internationalization of corporate boards: The case of Nordic firms","Journal of International Business Studies","","44","3","10.1057/jibs.2013.3","Lars OxelheimAleksandra GregoričTrond RandøySteen Thomsen","2013","http://link.springer.com/article/10.1057/jibs.2013.3","Article"
"Learning across geographic space: Pro-market reforms, multinationalization strategy, and profitability","Journal of International Business Studies","","44","3","10.1057/jibs.2013.5","Luis Alfonso Dau","2013","http://link.springer.com/article/10.1057/jibs.2013.5","Article"
"Import competition and disappearing dividends","Journal of International Business Studies","","44","2","10.1057/jibs.2012.36","Jun ZhouLaurence BoothBin Chang","2013","http://link.springer.com/article/10.1057/jibs.2012.36","Article"
"Determinants of sovereign wealth fund investment in private equity vs public equity","Journal of International Business Studies","","44","2","10.1057/jibs.2013.1","Sofia A JohanApril KnillNathan Mauck","2013","http://link.springer.com/article/10.1057/jibs.2013.1","Article"
"Home-region orientation in international expansion strategies","Journal of International Business Studies","","44","2","10.1057/jibs.2012.33","Elitsa R BanalievaCharles Dhanaraj","2013","http://link.springer.com/article/10.1057/jibs.2012.33","Article"
"Competing globally, allying locally: Alliances between global rivals and host-country factors","Journal of International Business Studies","","44","2","10.1057/jibs.2012.37","Tieying YuMohan SubramaniamAlbert A Cannella Jr","2013","http://link.springer.com/article/10.1057/jibs.2012.37","Article"
"Institutional, cultural and transaction cost influences on entry mode choice and performance","Journal of International Business Studies","","44","1","10.1057/jibs.2012.22","Keith D Brouthers","2013","http://link.springer.com/article/10.1057/jibs.2012.22","Article"
"Do we really need more entry mode studies?","Journal of International Business Studies","","44","1","10.1057/jibs.2012.24","J Myles Shaver","2013","http://link.springer.com/article/10.1057/jibs.2012.24","Article"
"Cultural differences, MNE learning abilities, and the effect of experience on subsidiary mortality in a dissimilar culture: Evidence from Korean MNEs","Journal of International Business Studies","","44","1","10.1057/jibs.2012.30","Yuping ZengOded ShenkarSeung-Hyun LeeSangcheol Song","2013","http://link.springer.com/article/10.1057/jibs.2012.30","Article"
"How much does subnational region matter to foreign subsidiary performance? Evidence from Fortune Global 500 Corporations’ investment in China","Journal of International Business Studies","","44","1","10.1057/jibs.2012.32","Xufei MaTony W TongMarkus Fitza","2013","http://link.springer.com/article/10.1057/jibs.2012.32","Article"
"A retrospective on: Institutional, cultural and transaction cost influences on entry mode choice and performance","Journal of International Business Studies","","44","1","10.1057/jibs.2012.23","Keith D Brouthers","2013","http://link.springer.com/article/10.1057/jibs.2012.23","Article"
"Solving theoretical and empirical conundrums in international strategy research: Linking foreign entry mode choices and performance","Journal of International Business Studies","","44","1","10.1057/jibs.2012.29","Xavier Martin","2013","http://link.springer.com/article/10.1057/jibs.2012.29","Article"
