,Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type,keywords,abstract
374,“Courting the multinational”: Subnational institutional capacity and foreign market insidership,Journal of International Business Studies,,45.0,2.0,10.1057/jibs.2013.47,Sinéad MonaghanPatrick GunnigleJonathan Lavelle,2014,http://link.springer.com/article/10.1057/jibs.2013.47,Article,"['internationalization theories and foreign market entry\xa0', 'subnational region\xa0', 'multinational corporations (MNCs) and enterprises (MNEs)\xa0', 'economic geography\xa0', 'social network analysis\xa0']","Significant contemporary challenges face an internationalizing firm, including the non-ergodic nature of investment, and the liability of outsidership. Recent revisions to the Uppsala internationalization process model reflect these challenges, whereby “insidership” is represented as realized, successful foreign market entry. Drawing upon socio-spatial concepts from international business and economic geography, this paper demonstrates the endogeneity of subnational institutions in shaping foreign market insidership within an advanced economy. Employing a multi-method research design with almost 60 subnational actors, the role and interaction of subnational institutions within the internationalization process are explored. Our findings illustrate how customized coalitions of subnational institutions effectively initiate, negotiate and accelerate insidership of inward investment within the foreign market both prior to and during formal entry. Key aspects of this dynamic include communicating tangible and intangible locational resources, initiating functional and relevant business relationships, and facilitating access to codified and tacit knowledge. This paper embellishes the Uppsala internationalization process model by demonstrating the capacity of subnational institutions to participate actively with foreign market insidership, and in so doing advances understanding of how the risk and uncertainty associated with foreign market entry are currently navigated."
375,Multiculturalism from a cognitive perspective: Patterns and implications,Journal of International Business Studies,,45.0,2.0,10.1057/jibs.2013.53,Gundula LückeTatiana KostovaKendall Roth,2014,http://link.springer.com/article/10.1057/jibs.2013.53,Article,"['culture\xa0', 'social cognition\xa0', 'impact of culture on MNC performance management\xa0', 'multiculturalism\xa0', 'cultural cognitions\xa0']","Multiculturalism, the internal representation of multiple cultural meaning systems, has critical implications for global managers and multinational corporations (MNCs). Understanding multiculturalism is becoming increasingly important, given that the locations within which MNC activity resides, and the composition of the workforce even within a given location, are more diverse. Building on the connectionism perspective, we offer a novel cognitive conceptualization of multiculturalism that incorporates the individual’s multicultural cognitive content and structure. Based on that, we explain how specific sociocultural experiences interact with existing individual cognitions to form different patterns of multiculturalism. Specifically, we propose five stylized patterns – compartmentalization, integration, inclusion, convergence, and generalization – and explain how they are developed through specific sociocultural experiences. We discuss how different patterns of multiculturalism influence specific capabilities of multicultural MNC managers and their effectiveness in a variety of critical MNC tasks. We believe the cognitive connectionist perspective, which has not been brought before into international business discussions of culture and cultural capabilities, holds great promise for better understanding global managers’ capabilities and development."
376,From M–P to MA–P: Multinationality alignment and performance,Journal of International Business Studies,,45.0,2.0,10.1057/jibs.2013.63,K Skylar Powell,2014,http://link.springer.com/article/10.1057/jibs.2013.63,Article,"['multinational corporations (MNCs) and enterprises (MNEs)\xa0', 'internalization theory\xa0', 'transaction cost theory\xa0', 'transaction cost economics\xa0', 'transaction cost analysis\xa0']","Rather than searching for a universal optimal level of multinationality for all firms, we argue that firm-specific attributes should result in firm-specific optimal levels of multinationality. Specifically, we draw upon transaction cost and internalization theory to argue that there will be different optimal levels of multinationality for individual firms, and if firms internalize foreign operations to an extent less than or greater than their individual optimal levels, transaction costs will increase and performance will decrease. To test this idea, we use transaction cost models in the context of large US law firms during the time period from 1986 through 2008 to estimate firm-specific optimal multinationality. Next, we test relationships between alignment with, or deviations from, firm-specific optimal levels of multinationality and performance (MA–P). Consistent with the MA–P hypothesis, insufficient and excessive levels of multinationality are both negatively related to financial performance. In addition, excessive multinationality is positively associated with downside performance risk. One key implication is that an MA–P approach may offer greater theoretical validity and clarity than traditional multinationality and performance (M–P) approaches."
377,Autonomy delegation to foreign subsidiaries: An enabling mechanism for emerging-market multinationals,Journal of International Business Studies,,45.0,2.0,10.1057/jibs.2013.40,Stephanie Lu WangYadong LuoXiongwen LuJinyun SunVladislav Maksimov,2014,http://link.springer.com/article/10.1057/jibs.2013.40,Article,"['subsidiary autonomy\xa0', 'emerging-market multinationals\xa0', 'parent–subsidiary links\xa0']","Current theory on foreign subsidiary autonomy is insufficient to examine a situation where a multinational lacks experience to organize global operations, and yet intends to compete extensively with established multinational enterprises (MNEs) from advanced economies. By building on theoretical perspectives developed for emerging-market multinational enterprises (EMNEs), we advance the idea that foreign subsidiary autonomy is a strategic mechanism to overcome the EMNE’s weaknesses in managing globally dispersed businesses and their home-country disadvantages after foreign entry. Subsidiary autonomy delegation assists in performing the learning functions necessary for overcoming resource and capability voids, as well as for distancing the subsidiary administratively from the parent’s negative home-country institutional heritage. Analyses of survey data collected from headquarter senior executives of 240 Chinese MNEs suggest that subsidiary autonomy delegation is higher among firms relying on foreign markets as a springboard to acquire strategic assets, whose top managers at the headquarters perceive high domestic institutional constraints, and which do not count on government assistance to expand internationally. Further, we demonstrate that these relationships are strengthened with greater inward foreign direct investment cooperative experience, and with the use of merger and acquisition entry modes. These findings have important implications for theories on subsidiary autonomy."
378,Spatial geography and control in foreign acquisitions,Journal of International Business Studies,,45.0,2.0,10.1057/jibs.2013.50,Shavin MalhotraAjai S Gaur,2014,http://link.springer.com/article/10.1057/jibs.2013.50,Article,"['geographic distance\xa0', 'cross-border Mergers and Acquisitions (M&As)\xa0', 'information asymmetry\xa0', 'equity ownership\xa0', 'spline regressions\xa0']","This article examines how spatial geography influences firms’ choice of control in cross-border acquisitions (CBAs). Building our arguments on the information asymmetry in CBAs, we argue that geographic distance affects adverse selection and moral hazard problems in CBAs. Geographic distance hinders acquirers’ efforts to assess the true value of the target firm, prompting them to opt for a partial control. At the same time, geographic distance hampers acquirers’ ability to manage contractual relationships and integrate target firms, prompting them to opt for a full control. We argue that the cost and benefit trade-off of full vs partial ownership varies at different levels of geographic distance. Accordingly, we propose a curvilinear, U-shaped relationship between geographic distance and equity ownership. This relationship is contingent on acquisition relatedness and the listing status of the acquirer (public vs private). As the geographic distance between acquirer and target increases, acquirers assume higher equity stakes in related acquisitions than in unrelated acquisitions. At greater geographic distances, public firms acquire more equity ownership than do private firms. Findings from 10,181 deals across 52 acquiring and 61 target countries provide robust support for these arguments."
379,"MNC knowledge transfer, subsidiary absorptive capacity and HRM",Journal of International Business Studies,,45.0,1.0,10.1057/jibs.2013.43,Dana MinbaevaTorben PedersenIngmar BjörkmanCarl F FeyHyeon Jeong Park,2014,http://link.springer.com/article/10.1057/jibs.2013.43,Article,"['knowledge transfer\xa0', 'absorptive capacity\xa0', 'HRM\xa0']","Based on a sample of 169 subsidiaries of multinational corporations (MNCs) operating in the USA, Russia, and Finland, this paper investigates the relationship between MNC subsidiary HRM practices, absorptive capacity and knowledge transfer. First, we examine the relationship between the application of specific HRM practices and the level of the absorptive capacity. Second, we suggest that absorptive capacity should be conceptualized as being comprised of both employees’ ability and motivation. Further, results indicate that both ability and motivation (absorptive capacity) are needed to facilitate the transfer of knowledge from other parts of the MNC."
380,Subsidiary absorptive capacity and knowledge transfer within multinational corporations,Journal of International Business Studies,,45.0,1.0,10.1057/jibs.2013.55,Jaeyong Song,2014,http://link.springer.com/article/10.1057/jibs.2013.55,Article,"['absorptive capacity\xa0', 'knowledge transfer\xa0', 'multinational corporations (MNCs) and enterprises (MNEs)\xa0', 'motivation\xa0', 'HRM practices\xa0', 'Decade Award\xa0']","The paper reviews extant literature on subsidiary absorptive capacity and knowledge transfer within multinational corporations (MNCs), and proposes an agenda for future research on the relationship between these two constructs. It suggests that motivation should be viewed as a moderating factor between subsidiary absorptive capacity and MNC knowledge transfer, and that future research should make a clear distinction between the choices of MNC headquarters and those of subsidiaries regarding knowledge transfer. The paper proposes that a more comprehensive, multi-level framework and dynamic model of the determinants of subsidiary absorptive capacity and MNC knowledge transfer be developed in future studies."
381,Revisiting international business theory: A capabilities-based theory of the MNE,Journal of International Business Studies,,45.0,1.0,10.1057/jibs.2013.61,John Cantwell,2014,http://link.springer.com/article/10.1057/jibs.2013.61,Article,[],
382,Adam Smith’s theory of knowledge and international business theory and practice,Journal of International Business Studies,,45.0,1.0,10.1057/jibs.2013.44,Peter J Buckley,2014,http://link.springer.com/article/10.1057/jibs.2013.44,Article,"['history of thought\xa0', 'integration of pre-existing theoretical approaches\xa0', 'decision-making\xa0', 'cultural distance\xa0', 'emerging-market multinationals\xa0', 'Adam Smith\xa0']","This paper demonstrates that Adam Smith’s insights and reasoning can improve the theory of international business, and shed light on its academic practices. Smith was a system builder; his theory of knowledge underpinned his entire oeuvre, and understanding his systematic approach can help current international business to achieve a similarly coherent body of theory. Smith’s approach sheds direct light on decision-making in multinational enterprises, and on cultural distance (the “liability of foreignness”). Combining these two areas yields new Smithian insights into multinational enterprises from emerging countries."
383,Many moving parts: Factors influencing the effectiveness of HRM practices designed to improve knowledge transfer within MNCs,Journal of International Business Studies,,45.0,1.0,10.1057/jibs.2013.52,Paula Caligiuri,2014,http://link.springer.com/article/10.1057/jibs.2013.52,Article,"['knowledge management\xa0', 'absorptive capacity\xa0', 'knowledge transfer\xa0', 'human resource management (HRM)\xa0', 'Decade Award\xa0']","Minbaeva, Pedersen, Bjorkman, Fey and Park’s (2003) award-winning article highlights the importance of human resource management (HRM) practices for enhancing employees’ ability and motivation to transfer knowledge – practices that, in turn, affect knowledge transfer to subsidiaries within multinational corporations (MNCs). In the decade since their laudable article was published, some contributions have been made highlighting the contingencies related to the effectiveness of HRM practices in MNCs, especially those affecting an organizations’ absorptive capacity. These contingencies – the “moving parts” – include country-level differences in HR systems, cross-cultural differences in acceptance of HR practices and individual-level factors affecting the effectiveness of HRM practices. With an eye toward the future, I discuss these contingencies, paying closest attention to the effect of the individual differences affecting employees’ willingness to engage in knowledge sharing. From the perspective of HRM, this year's Decade Award article opened some significant doors for future research; my goal for this commentary is to highlight them and the many that remain relatively unexplored."
384,A dynamic capabilities-based entrepreneurial theory of the multinational enterprise,Journal of International Business Studies,,45.0,1.0,10.1057/jibs.2013.54,David J Teece,2014,http://link.springer.com/article/10.1057/jibs.2013.54,Article,"['transaction cost theory\xa0', 'transaction cost economics, or transaction cost analysis\xa0', 'internationalization theories and foreign market entry\xa0', 'competitive advantage\xa0', 'dynamic capabilities and capability development\xa0', 'entrepreneurship business strategy\xa0', 'intellectual capital\xa0']","This paper develops a dynamic capabilities-based theory of the multinational enterprise (MNE). It first reviews scholarship on the MNE, with a focus on what has come to be known as “internalization” theory. One prong of this theory develops contractual/transaction cost-informed governance perspectives; and another develops technology transfer and capabilities perspectives. In this paper, it is suggested that the latter has been somewhat neglected. However, if fully integrated as part of a more complete approach, it can buttress transaction cost/governance issues and expand the range of phenomena that can be explained. In this more integrated framework, dynamic capabilities coupled with good strategy are seen as necessary to sustain superior enterprise performance, especially in fast-moving global environments. Entrepreneurial management and transformational leadership are incorporated into a capabilities theory of the MNE. The framework is then used to explain how strategy and dynamic capabilities together determine firm-level sustained competitive advantage in global environments. It is suggested that this framework complements contract-based perspectives on the MNE and can help integrate international management and international business perspectives."
385,"A retrospective on: MNC knowledge transfer, subsidiary absorptive capacity, and HRM",Journal of International Business Studies,,45.0,1.0,10.1057/jibs.2013.56,Dana B MinbaevaTorben PedersenIngmar BjörkmanCarl F Fey,2014,http://link.springer.com/article/10.1057/jibs.2013.56,Article,"['absorptive capacity\xa0', 'Human Resource Management (HRM)\xa0', 'knowledge transfer\xa0', 'decade award\xa0']","In this retrospective, we revisit the goals of the original paper, and we review the studies that have used our paper to discuss the “concept” and the “development” of absorptive capacity. We also propose directions for future research, stressing the need to develop thorough theoretical and empirical models of absorptive capacity as a multi-level and dynamic construct that is contingent on the context in which it is embedded."
386,Speed of the internationalization process: The role of diversity and depth in experiential learning,Journal of International Business Studies,,45.0,1.0,10.1057/jibs.2013.29,José C CasillasAna M Moreno-Menéndez,2014,http://link.springer.com/article/10.1057/jibs.2013.29,Article,"['speed of internationalization\xa0', 'diversity\xa0', 'depth\xa0', 'modes of operation\xa0', 'market selection\xa0']","By analyzing internationalization as a dynamic process, we attempt to explain the speed of international operations in terms of learning acquired in the course of past international activities. We consider that the speed of the internationalization process depends on the type of experiential learning that results from decisions implicit in the internationalization process: choice of location and modes of operation. Firms develop two types of learning activities with respect to the selection of foreign markets and modes of operation: diversity and depth of accumulated international activities. We propose that depth of international activities has an inverted U-shaped impact on the speed of the internationalization process, while diversity of international activities has a U-shaped influence on the speed of internationalization process. The results of our longitudinal study of 889 firms over 23 years (1986–2008) suggest that diversity of international activities promotes long-term learning by exposing the firm to richer experiences, although such learning only takes place over time. Depth of international activities may accelerate the internationalization process in the short term, but it eventually restrains its potential for development in the long term. Our research highlights the short-term vs long-term consequences of different types of decisions related to the internationalization process."
387,Keyword Index,Journal of International Business Studies,,44.0,9.0,10.1057/jibs.2013.59,,2013,http://link.springer.com/article/10.1057/jibs.2013.59,Article,[],
388,List of Guest Editors and Reviewers,Journal of International Business Studies,,44.0,9.0,10.1057/jibs.2013.46,,2013,http://link.springer.com/article/10.1057/jibs.2013.46,Article,[],
389,Author Index,Journal of International Business Studies,,44.0,9.0,10.1057/jibs.2013.58,,2013,http://link.springer.com/article/10.1057/jibs.2013.58,Article,[],
390,The role of headquarters–subsidiary geographic distance in strategic decisions by spatially disaggregated headquarters,Journal of International Business Studies,,44.0,9.0,10.1057/jibs.2013.41,Marc G BaaijArjen H L Slangen,2013,http://link.springer.com/article/10.1057/jibs.2013.41,Article,"['geographic distance\xa0', 'headquarters disaggregation\xa0', 'communication costs\xa0', 'headquarters–subsidiary roles and relations\xa0']","Various studies have explored how headquarters (HQ)–subsidiary geographic distance affects HQ decisions about subsidiaries, arguing that such distance causes some strategic options to be selected over others to limit "
391,Many roads lead to Rome: Implications of geographic scope as a source of isolating mechanisms,Journal of International Business Studies,,44.0,9.0,10.1057/jibs.2013.39,Minyoung Kim,2013,http://link.springer.com/article/10.1057/jibs.2013.39,Article,"['geographic scope\xa0', 'isolating mechanisms\xa0', 'equifinality\xa0', 'functional equivalence\xa0', 'fuzzy-set methods\xa0']",Studies examining the competitive implications of geographic scope have largely focused on 
392,Beijing or Shanghai? The strategic location choice of large MNEs’ host-country headquarters in China,Journal of International Business Studies,,44.0,9.0,10.1057/jibs.2013.49,Xufei MaAndrew DeliosChung-Ming Lau,2013,http://link.springer.com/article/10.1057/jibs.2013.49,Article,"['location strategy\xa0', 'multinational corporations (MNCs) and enterprises (MNEs)\xa0', 'host-country headquarters\xa0', 'institutions\xa0', 'emerging markets/countries/economies\xa0']",We argue that a multinational enterprise’s (MNE’s) location choice for its host-country headquarters (HCHQ) in the geographic space of the host country is determined by the interplay between the strategic roles of HCHQ in the organizational space of the MNE and the institutional space external and internal to the MNE. We focus on the location choice between Beijing and Shanghai. We test our arguments using data for a sample of Fortune Global 500 corporations in China (1979–2005). This study contributes to international business (IB) research by reinvigorating research on HCHQ. We also complement economic geography research on subnational agglomeration by using an IB perspective with a focus on the institutional idiosyncrasies of cities.
393,Biculturalism and attributional complexity: Cross-cultural leadership effectiveness,Journal of International Business Studies,,44.0,9.0,10.1057/jibs.2013.36,C Lakshman,2013,http://link.springer.com/article/10.1057/jibs.2013.36,Article,"['bicultural\xa0', 'cross-cultural leadership\xa0', 'attribution complexity\xa0', 'cross-cultural management\xa0']","Although biculturals represent a growing demographic, the nascent literature on biculturals has not addressed their cross-cultural leadership capabilities or effectiveness. Attributional patterns and variations across cultures are crucial, and call for higher attributional complexity (AC) and attributional knowledge to reduce cultural distance. This study provides a systematic theoretical connection between biculturals and their higher levels of AC and attributional knowledge, which account for their cross-cultural competence. This connection is then linked to attributional processes, drawing from recent literature on attributional models of leadership. The proposed theoretical model posits that biculturals have higher levels of AC and attributional knowledge, which helps them make more accurate attributions, which are also less culturally biased. Managerial behaviors resulting from these attributions lead to cross-cultural leadership effectiveness, because they absorb uncertainty on the part of subordinates. The proposed model addresses both cognitive and emotional competency elements of cross-cultural leadership. We contribute to the international business literature by providing a theoretical model for examining factors critical to the cross-cultural leadership effectiveness of leaders who have more than one cultural profile. Managerial implications for selection and training of international executives are discussed in the context of "
394,"Mapping world cultures: Cluster formation, sources and implications",Journal of International Business Studies,,44.0,9.0,10.1057/jibs.2013.42,Simcha RonenOded Shenkar,2013,http://link.springer.com/article/10.1057/jibs.2013.42,Article,"['globalization\xa0', 'cultural values\xa0', 'crosscultural management\xa0', 'clustering\xa0', 'incorporating\xa0', 'country variables\xa0']","This paper extends and builds on Ronen and Shenkar’s synthesized cultural clustering of countries based on similarity and dissimilarity in work-related attitudes. The new map uses an updated dataset, and expands coverage to world areas that were non-accessible at the time. Cluster boundaries are drawn empirically rather than intuitively, and the plot obtained is triple nested, indicating three levels of similarity across given country pairs. Also delineated are cluster adjacency and cluster cohesiveness, which vary from the highly cohesive Arab and Anglo clusters to the least cohesive Confucian and Far Eastern clusters. Exploring predictors of cluster formation, we draw on the ecocultural perspective and other inputs, and examine the combined role of language, religion, and geography in generating cluster formation. We find that these forces play a prominent yet complex role: for instance, the religion and language brought by the Spanish fail to create a singular, cohesive Latin American cluster akin to the Anglo cluster. The role of economic variables is similarly considered. Finally, comparing the current map with that of 1985, we find strong support for the divergence (vs convergence) argument. Implications for international business are delineated."
395,Convergence and divergence of paternalistic leadership: A cross-cultural investigation of prototypes,Journal of International Business Studies,,44.0,9.0,10.1057/jibs.2013.48,Zeynep AycanBirgit SchynsJian-Min SunJörg FelfeNoreen Saher,2013,http://link.springer.com/article/10.1057/jibs.2013.48,Article,"['paternalism\xa0', 'leadership theories\xa0', 'cross-cultural research/measurement issues\xa0', 'discriminant analysis\xa0', 'measurement invariance\xa0']","Paternalistic leaders provide care, nurturance, and guidance to employees in their professional and personal lives in a parental manner, and, in exchange, expect loyalty and deference from employees. This study aims at investigating how the paternalistic leadership (PL) prototype converges and diverges with prototypes of transformational, authoritarian, participative, and nurturant-task leadership (NTL) in six countries representing high power distance and collectivism (China, Turkey, and Pakistan) and low power distance and individualism (the United States, Germany, and the Netherlands). A total of 1272 employees from six countries participated in this study. Findings revealed that the PL prototype converged more strongly with authoritarian leadership and NTL in hierarchical and collectivistic cultures than in egalitarian and individualistic ones. The relationship of the PL prototype with that of transformational and participative leadership was similar across cultures. Theoretical and managerial implications of these findings for international business are discussed."
396,Innovative firms in emerging market countries,Journal of International Business Studies,,44.0,8.0,10.1057/jibs.2013.51,Charles Dhanaraj,2013,http://link.springer.com/article/10.1057/jibs.2013.51,Article,[],
397,"Multinationals and economic geography: Location, technology and innovation",Journal of International Business Studies,,44.0,8.0,10.1057/jibs.2013.38,Lucia Piscitello,2013,http://link.springer.com/article/10.1057/jibs.2013.38,Article,[],
398,Institutions and the performance of politically connected M&As,Journal of International Business Studies,,44.0,8.0,10.1057/jibs.2013.37,Paul BrockmanOliver M RuiHuan Zou,2013,http://link.springer.com/article/10.1057/jibs.2013.37,Article,"['cross-border mergers and acquisitions (M&As)\xa0', 'political connections\xa0', 'institutions and international business\xa0']","We investigate the association between a firm’s political connections and its merger and acquisition (M&A) performance. Using a sample of M&A deals made by politically connected acquirers and their matched non-connected peers across 22 countries, we find that political connections play an economically significant role in post-merger performance. The nature of this effect depends on the institutional setting. In countries with strong legal systems or low levels of corruption, politically connected bidders underperform unconnected bidders by roughly 15% in terms of abnormal stock returns over a 3-year period. In contrast, politically connected bidders outperform unconnected bidders by more than 20% in countries with weak legal systems or high levels of corruption. We find more evidence of differential post-merger performance for domestic mergers than for cross-border mergers. Overall, our findings show that political connectedness has a significant influence on M&A activities, and the nature of this influence depends crucially on the institutional environment."
399,MNC subsidiary channel relationships as extended links: Implications of global strategies,Journal of International Business Studies,,44.0,8.0,10.1057/jibs.2013.34,Mahima HadaRajdeep GrewalMurali Chandrashekaran,2013,http://link.springer.com/article/10.1057/jibs.2013.34,Article,"['subsidiary relations\xa0', 'global strategy\xa0', 'distribution channels\xa0', 'research methods\xa0', 'econometrics\xa0', 'organization theory\xa0']","Foreign subsidiaries of multinational corporations (MNCs) rely on external partners, such as channel partners, to achieve global objectives. We conceptualize the subsidiary’s channel partner as an "
400,Explaining stakeholder evaluations of HRM capabilities in MNC subsidiaries,Journal of International Business Studies,,44.0,8.0,10.1057/jibs.2013.27,Kristiina MäkeläIngmar BjörkmanMats EhrnroothAdam SmaleJennie Sumelius,2013,http://link.springer.com/article/10.1057/jibs.2013.27,Article,"['human resource management (HRM)\xa0', 'capabilities and capability development\xa0', 'multinational corporations (MNCs)\xa0', 'multilevel analysis\xa0']","This paper examines how functional and line-management stakeholders evaluate operational human resource management capabilities in multinational corporation (MNC) subsidiaries. We suggest that such evaluations are a function of two key structural factors: (1) that focal subsidiary human resource (HR) departments respond differentially to the expectations of differently located stakeholders; and (2) that the structural position of the stakeholder determines what cues he or she relies upon to construct the evaluation. Our findings show that the focal HR subsidiary department is likely to exert more effort towards meeting the expectations of line-management stakeholders, and we suggest that this is a function of line management’s co-location with the focal HR department. Second, we find that co-located line-management stakeholders are more likely to rely on experience-based cues when constructing evaluations, whereas headquarters-located functional stakeholders tend to rely on cognition-based evaluation, driven by their ability to compare across different subsidiary HR departments. We contribute to the literature by going beyond existing research that has tended to focus on evaluation from the perspective of organizational behavior, by providing a structural perspective on capability evaluation in MNCs that combines the insights of role theory and cognitive choice heuristics."
401,How global is R&D? Firm-level determinants of home-country bias in R&D,Journal of International Business Studies,,44.0,8.0,10.1057/jibs.2013.33,Rene BelderbosBart LetenShinya Suzuki,2013,http://link.springer.com/article/10.1057/jibs.2013.33,Article,"['technology and innovation\xa0', 'innovation and R&D\xa0', 'location strategy\xa0', 'home-country bias\xa0', 'knowledge and productivity spillovers\xa0']","Despite an increasing internationalization of R&D activities by multinational firms, a major portion of corporate R&D still tends to be concentrated in firms’ home countries. We examine the extent to which there exists a home-country bias in the location of R&D activities of 156 major R&D-intensive firms based in Europe, the United States, and Japan during 1995–2002, and develop hypotheses concerning the firm-level determinants of such home-country bias. We define this bias as a share of global R&D activities conducted in the home country that is not proportional to the general attractiveness of the country for multinational firms’ R&D activities. We find home bias to be the predominant pattern, but with substantial variation among firms. The extent of the bias increases with the degree of scale and scope economies in R&D, the coordination costs of international R&D, and the embeddedness of firms’ R&D in home countries’ innovation systems. Technology leadership is associated with greater home bias if the home country provides relatively strong intellectual property rights protection, and firms face potential knowledge dissipation abroad. Our findings imply that home-country bias is, to an important extent, a response to the economics of R&D and the centripetal forces favoring centralization of R&D."
402,When do foreign subsidiaries outperform local firms?,Journal of International Business Studies,,44.0,8.0,10.1057/jibs.2013.35,Sea-Jin ChangJaiho ChungJon Jungbien Moon,2013,http://link.springer.com/article/10.1057/jibs.2013.35,Article,"['subsidiary performance\xa0', 'cross-border mergers and acquisitions (M&As)\xa0', 'absorptive capacity\xa0', 'endogeneity\xa0', 'propensity score matching\xa0', 'difference-in-differences\xa0']","This study explores when foreign subsidiaries outperform comparable local firms by evaluating the performance of local firms acquired by multinationals vs continuing local firms. This comparison allows us to single out foreign ownership effects. We employ the propensity score matching method and difference-in-differences approach in order to control for the endogeneity problem inherent in multinational firms’ acquisition decisions. We find strong evidence that foreign-acquired local firms outperform comparable local firms in China, especially when the foreign firm acquires local target firms with higher absorptive capacity or with modernized ownership structure."
403,National culture and corporate investment,Journal of International Business Studies,,44.0,7.0,10.1057/jibs.2013.26,Liang ShaoChuck C Y KwokRan Zhang,2013,http://link.springer.com/article/10.1057/jibs.2013.26,Article,"['national culture\xa0', 'innovation and R&D\xa0', 'finance\xa0', 'cultural dimensions\xa0', 'technology and innovation\xa0']","We explore the relation between individualism and horizons and types of corporate investment, based on individualism’s implications for risk taking. We find that firms in individualistic countries invest more in long-term (risky) than in short-term (safe) assets. Moreover, the effect of individualism on long-term investment hinges on R&D: firms in individualistic countries invest more in R&D projects but not more in physical assets. To test whether risk taking is the channel through which individualism works, we employ two-stage ordinary least squares and other analyses to nullify alternative explanations, such as: (1) uncontrolled institutions determine both individualism and R&D; and (2) firms in individualistic countries invest more in R&D because they have higher investment efficiency, or pick less-risky R&D projects. We further find that individualistic firms tend to employ excess cash to increase R&D rather than increase dividends, and R&D decisions are less reliant on internal financing but more responsive to growth opportunities in individualistic countries."
404,How remote are R&D labs? Distance factors and international innovative activities,Journal of International Business Studies,,44.0,7.0,10.1057/jibs.2013.30,Davide CastellaniAlfredo JimenezAntonello Zanfei,2013,http://link.springer.com/article/10.1057/jibs.2013.30,Article,"['cross-border investments\xa0', 'geographic distance\xa0', 'institutional distance\xa0', 'innovation and R&D\xa0']","This paper shows that value creation by multinational enterprises (MNEs) is the result of activities where geographic distance effects can be overcome. We submit that geographic distance has a relatively low impact on international research and development (R&D) investments, owing to the spiky nature of innovation, and to the unique ability of MNEs to absorb and transfer knowledge on a global scale. On the one hand, MNEs need to set up their labs as close as possible to specialized technology clusters where valuable knowledge is concentrated, largely regardless of distance from their home base. On the other, MNEs have historically developed technical and organizational competencies that enable them to transfer knowledge within their internal networks and across technology clusters at relatively low cost. Using data on R&D and manufacturing investments of 6320 firms in 59 countries, we find that geographic distance has a lower negative impact on the probability of setting up R&D than manufacturing plants. Furthermore, once measures of institutional proximity are accounted for, MNEs are equally likely to set up R&D labs in nearby or in more remote locations. This result is driven by MNEs based in Triad countries, whereas for non-Triad MNEs the effect of geographic distance on cross-border R&D is negative and significant."
405,Connections to distant knowledge: Interpersonal ties between more- and less-developed countries,Journal of International Business Studies,,44.0,7.0,10.1057/jibs.2013.28,Daniel Z LevinHelena Barnard,2013,http://link.springer.com/article/10.1057/jibs.2013.28,Article,"['diaspora\xa0', 'economic upgrading\xa0', 'emerging markets/countries/economies\xa0', 'knowledge transfer\xa0', 'long-distance communication\xa0', 'social networks\xa0']","Less-developed countries benefit from being connected to technologically and economically advanced countries. The well-documented mechanisms for this cross-national flow of knowledge all involve interfirm connections, such as trade, foreign direct investment (FDI), and alliances. We examine the potential of a different mechanism – interpersonal ties abroad – that has only recently become practicable, owing to advances in communication and transportation technologies, globalization, and increased migration. We investigate when business knowledge obtained from interpersonal ties in more-developed countries is more useful than locally sourced knowledge. Using a sample of South African managers, we find that knowledge from more-developed countries is not always more useful. Rather, overseas knowledge is preferable when novel and accessible: that is, when new-to-the-industry knowledge is needed, when there is already a strong tie, and when the knowledge does not involve a long discussion. Conversely, local knowledge is preferable when new-to-the-industry knowledge is not needed, when the interpersonal tie is a weak tie, and when a longer discussion is warranted. This study demonstrates the value of connections between individuals in countries at different levels of development as sources of useful knowledge, and suggests that international business research will benefit from exploring further the networks of individuals in addition to those of firms."
406,FDI spillover effects in incomplete datasets,Journal of International Business Studies,,44.0,7.0,10.1057/jibs.2013.32,Alex Eapen,2013,http://link.springer.com/article/10.1057/jibs.2013.32,Article,"['knowledge and productivity spillovers\xa0', 'incomplete datasets\xa0', 'identification problems\xa0', 'Monte Carlo simulation\xa0', 'weighted instrumental variable estimator\xa0']","Scholars studying foreign direct investment (FDI) spillovers usually examine whether productivity gains in domestic firms can be attributed to the presence of foreign firms in their industry. However, empirical estimation is often based on datasets that omit certain kinds of firms in the economy. We argue that identifying FDI spillover effects in such incomplete datasets is problematic, owing to measurement error and selection problems. Using Monte Carlo simulations, we show that spillover effect estimates from incomplete datasets are potentially biased. We discuss the theoretical implications of this, and demonstrate a weighted instrumental variable approach that could yield better spillover effect estimates in incomplete datasets."
